"62c08fa6cab36e3a08790b49, 3.55",,,Paid
"5b9dd07de671c60001226b79, 3.66",,,Paid
"615ddab1e4f013092538b6c5, 3.38",,,Paid
"558b20eefdf99b7dfdbac3c9, 3.77",,,Paid
"66231fc6e1ecba676935943a, 3.96",,,Paid
"558fd02cfdf99b39cb035e5d, 3.41",,,Paid
"628409abe8772d1f138b7f14, 3.55",,,Paid
"6143af8721d1445864c4f6c8, 3.23",,,Paid
"6632d4093ebf44b7fb54bd8b, 3.42",,,Paid
"63ea974c81ff0fffe7fb8613, 3.5",,,Paid
"5e34325430e5263f0bebb32d, 3.76",,,Paid
"5bf0b1ecaf38d100016bd609, 3.08",,,Paid
"66ccdd9f6b12c6ea6fa01f42, 3.38",,,Paid
"5ca88c7900dbf0000127c5d5, 3.29",,,Paid
"69656179c7366441eedddaff, 3.36",,,Paid
"682c3f62f2680e9a67130379, 3.68",,,Paid
"5d1e2045a37a4d001a1fc2cb, 4.0",,,Paid
"6405feae7d6321bfaaf793e8, 3.33",,,Paid
"67e40bab848c22a30914c34c, 3.68",,,Paid
"67dd46602623d4bf857f7fa2, 3.35",,,Paid
"6772a5c5190112e5dcbf6394, 3.15",,,Paid
"667992b506b5fb5504eb23e0, 3.15",,,Paid
"67cc84a7ad8328b8bae14416, 4.06",,,Paid
"5bd893be30bfa90001efc6ce, 3.16",,,Paid
"5ed559e5afbd830e2117ed55, 3.32",,,Paid
"6153b5513ccada2d35fae508, 3.62",,,Paid
"628f7e982aad1788d940317a, 3.65",,,Paid
"580cab86b869700001d71628, 3.17",,,Paid
"65ccfdf16bdcab83d5bd1163, 3.4",,,Paid
"5f1231fe9e2ee916995196d8, 3.48",,,Paid
"67104c7deff954cb22438402, 3.19",,,Paid
"5f888f1504ea37030833e9ec, 3.36",,,Paid
"5f285dc5b09b3715fa20a14c, 3.31",,,Paid
"66c448b8329f5db8fac65743, 3.63",,,Paid
"5bef41fa54277d000114d6ad, 3.81",,,Paid
"63fa78f21e485a372c6528fa, 3.55",,,Paid
"60f5f8769fc9289a9e518129, 3.12",,,Paid
"5a81a9f0ae9a0b0001a9c63a, 3.57",,,Paid
"67aa80c774c81448a3876d15, 3.44",,,Paid
"5ccb779b2c4e1f00159333ea, 3.36",,,Paid
"67315dcc43ac48fdabffd21f, 3.36",,,Paid
"583ec287ad2f4300014b355a, 3.92",,,Paid
"5d510396f6725b001a4fc025, 3.14",,,Paid
"629082739390703f993b12bd, 3.14",,,Paid
"6727de1d76e80949064e1d6d, 3.62",,,Paid
"601e1f4d93660626a8747349, 3.77",,,Paid
"60fef46ad3fef7593e28ead4, 3.67",,,Paid
"653703627539f3a8b2ed4af3, 3.43",,,Paid
"5f4738bfa043201203a27b4b, 3.42",,,Paid
"66ab42bef7dd185ce15464eb, 4.17",,,Paid
"63a9a8f2f098b7e45bd03721, 3.49",,,Paid
"695fb1da6e327fe339eb9cc1, 3.21",,,Paid
"663aa6420a964c2a7740b9d7, 3.79",,,Paid
"617452347986aeaf4d2e5278, 3.21",,,Paid
"6945491b5ec817e79ef29cdd, 3.22",,,Paid
"5d53bffa147a7d00015aae5a, 3.91",,,Paid
"5c50b6dc172b6c000177a036, 3.22",,,Paid
"56f29effed0cf60006911528, 3.55",,,Paid
"66ccbb7d4109382e498e3c82, 3.4",,,Paid
"6834ed99550874d242f2d86f, 3.53",,,Paid
"60d9e7e76cf2ab6d21eb5f99, 3.34",,,Paid
"5f46cd85e858dd0a24269315, 3.37",,,Paid
"66465c850d9a3e177f2649fa, 3.38",,,Paid
"66b828d453598bcca42608c1, 3.55",,,Paid
"64012ee6e3f2e59aaa36f718, 3.41",,,Paid
"695d4137246abe016bd37aab, 3.66",,,Paid
"62c4dbae8fb1ff9cd93a3150, 4.27",,,Paid
"59e7477e3e4b5a00016aa4d2, 3.46",,,Paid
"5d617ba9364f9a0019f1dac3, 3.32",,,Paid
"611b00c6f6cc82766cd07c16, 3.41",,,Paid
"59ffb939517dfb00013dadda, 3.28",,,Paid
"5bcc60b95c2b810001dc68e2, 3.49",,,Paid
"617323e630f3fa36361cb35b, 3.38",,,Paid
"604bbfc901b85fb02ae92c1a, 3.45",,,Paid
"64e36d981d00e7d7c45addc2, 3.26",,,Paid
"65b92135e296f28cb1a093c3, 3.69",,,Paid
"65425d62c0d773804c35c5e8, 3.86",,,Paid
"5d23460ad4c57900192b129c, 3.42",,,Paid
"612962f44f151ddfd0298c52, 3.22",,,Paid
"5db7bd876c5fc8000adcc2ba, 3.41",,,Paid
"67ddf7048bb4a1eb57c71031, 3.79",,,Paid
"66a99d1b90c1a3c68c972253, 3.57",,,Paid
"66c3bdcaeef3aa970f90c75e, 4.1",,,Paid
"6732a061a707876bcf34ff6e, 3.31",,,Paid
"5e987098f1bb6707dca13f5b, 3.31",,,Paid
"5e56457f6370ba0184e041b4, 4.07",,,Paid
"67630f751df95f8fb373e275, 3.73",,,Paid
"667a2a09c4912ebdc9078387, 3.27",,,Paid
"6942c05a7a01b8119deb4a9c, 3.4",,,Paid
"5aa485b11eda41000136c94b, 3.45",,,Paid
"5a381de00006450001bf2691, 3.37",,,Paid
"5dd0c9af2b033b185c90d5f0, 3.63",,,Paid
"6415e72ceb0a49e26846e935, 3.31",,,Paid
"67dc70145c70ad07748b3f1b, 3.54",,,Paid
"5df11e6cdc85350234932daa, 3.34",,,Paid
"610a151c96de07b15f28c8cb, 3.32",,,Paid
"6965b1225ab6fdb331560713, 3.33",,,Paid
"62b628e4351d179f1ff6cc59, 3.78",,,Paid
"62029a55ef1cb18a1337c61a, 3.58",,,Paid
"67ebc24ee98e314102e23f1a, 3.5",,,Paid
"6400dbb883a12b7946a0c4b5, 3.35",,,Paid
"603006ea5f6c24dfc908f835, 3.4",,,Paid
"67ca44c542a5ebd3baf7d5e1, 3.39",,,Paid
"67f29249f806e5d43bd01798, 3.94",,,Paid
"65de74dd26e4558c2fe828f9, 3.39",,,Paid
"643466ccb8e9bb0350af3cbb, 3.39",,,Paid
"67a7e69b82119112d04041fd, 3.35",,,Paid
"5be8dab5d153f500019ab320, 3.92",,,Paid
"695182b691292378b37c956e, 3.33",,,Paid
"622a11c552b2b35bab72a39c, 4.16",,,Paid
"6050ea8a95817a2bfddc9d09, 3.29",,,Paid
"66592dfcb3c1b6f73d81495c, 3.77",,,Paid
"658289aeaf946c0306a5c083, 3.4",,,Paid
"63b18d94775ad4aad221103c, 3.25",,,Paid
"606cf604adbb6982bb382881, 3.2",,,Paid
"663e26ccdbc470527165388b, 3.64",,,Paid
"60fdb73b85f276ed91d84eb9, 3.32",,,Paid
"6441356d5337fd4714939734, 3.28",,,Paid
"6779ab59311fd2904146f0d7, 3.68",,,Paid
"607668ac450fc6e3025a131d, 3.54",,,Paid
"5e0b388b15ef4037cebdecc9, 3.88",,,Paid
"63d42c21dc6f4d60e34cc337, 4.03",,,Paid
"67cee8d6088dc3c843f48e48, 3.32",,,Paid
"615c9713338d0cb78c79773b, 3.41",,,Paid
"5dd55652f30aa650f027e1c2, 3.37",,,Paid
"5685850c333cbd000d4e042f, 3.44",,,Paid
"678601bc84e8fe5db695b1fe, 3.4",,,Paid
"65763705270241e5da3da60c, 3.39",,,Paid
"655f8b959477c803eb906622, 3.68",,,Paid
"6276d97e209059496d37bf74, 3.44",,,Paid
"695ff63580d6ce826e06277f, 3.54",,,Paid
"67b8ac4a64ff597388f3fcc1, 3.3",,,Paid
"656535cfb6e6bea3d8637deb, 4.35",,,Paid
"66e9bdb86f599f239c1ea24e, 3.43",,,Paid
"695bcd773894067ba8c01741, 3.31",,,Paid
"6298f0e21abd78cb684b723c, 3.52",,,Paid
"62b20c0065e9809e66d13fa5, 3.48",,,Paid
"669f0372343e26023ee5c023, 3.84",,,Paid
"5d9b7c7efaa2860364b16476, 3.9",,,Paid
"64f9db6943940e98c173b596, 3.49",,,Paid
"5e9b443223881d04be740737, 3.5",,,Paid
"67d8b5e7ceb82869824198a2, 3.39",,,Paid
"682ea2d42d55eac9ceeac8aa, 3.35",,,Paid
"5de30dd39a9da5342d09f2e8, 3.34",,,Paid
"6369700320bc7dd22e733009, 3.19",,,Paid
"62bb42e2f21cfdb280cc975f, 3.24",,,Paid
"6015cc8c9807116ee723287d, 3.52",,,Paid
"66bfd4b46a7e9cec65d88461, 3.46",,,Paid
"67382e41c232d1004b052fc4, 4.18",,,Paid
"628f572a2d1304a34b9e1a37, 3.41",,,Paid
"675cb36b51ef22e70c4da7e2, 3.32",,,Paid
"5c65739723f6300001380c2c, 3.94",,,Paid
"676ca3da9773676ad989ef10, 3.48",,,Paid
"5715699a30185b0008b40009, 3.26",,,Paid
"6562177a48308eebbb6359ea, 3.24",,,Paid
"66cd40ce9bb246e2dc55429e, 3.44",,,Paid
"66a02d45a7db35d93c9f6a81, 4.12",,,Paid
"6947190be3c1dfbf23cdb205, 3.17",,,Paid
"6101bcb1b6f73b8138d66252, 3.45",,,Paid
"662d56e5cc343fb58134d622, 3.42",,,Paid
"5c6b646349b7f0000120b659, 3.37",,,Paid
"677180f70e024d29940222d9, 3.61",,,Paid
"66c4f3cb14cbfc4db836bd4e, 3.46",,,Paid
"5f4d07b4fae27694de8f5af1, 3.54",,,Paid
"5d88f2f8cefb52001a83f1b2, 3.23",,,Paid
"67edf0b51b5bd671db6a9372, 3.26",,,Paid
"5e2ac2aa0038f21089a533a4, 3.41",,,Paid
"67447a01deb7398581f3b3be, 3.19",,,Paid
"631b66847990076d05887914, 3.32",,,Paid
"662fbb4163d7a1695a748636, 3.7",,,Paid
"657dd22938e31904b66ca3b4, 3.38",,,Paid
"66be7e194babee126a0d41f2, 3.25",,,Paid
"6166c0eb123b6e8b34628249, 3.4",,,Paid
"6010b744db280e455a5250bd, 3.58",,,Paid
"63b6be87ead45e4fa772fbf5, 3.34",,,Paid
"6653ae434d386b6218f51efb, 3.68",,,Paid
"67e188720841b364cd463eaa, 3.63",,,Paid
"6960253098c08d9acb6c8acc, 3.79",,,Paid
"670d816961bebcb45b53b929, 3.31",,,Paid
"67e406244bfad9999a051c1e, 3.12",,,Paid
"67055b370e3c0c4965a03128, 3.39",,,Paid
"6720378a683a5d8a933493fb, 3.44",,,Paid
"5d9b7f29654a3102c8112b63, 3.17",,,Paid
"671d7a754bafa85dac6e0683, 3.92",,,Paid
"5977466b68264c0001c49088, 3.55",,,Paid
"5d4af0a71813250015d3c5c7, 3.49",,,Paid
